date,time,exp,start,shoot_ready,sleep,exp_start,raw_ready,raw_done,vbatt,tsensor,topt,tbatt,free_mem,lua_mem,sd_space,meter_time,histo_time,draw_time,sv,sv96,sv_l1,sv_tv_tr,tv,tv96,tv_l1,tv_sv_tr,av,av96,nd,nd_tv_tr,nd_hookfix,bv96,meter,meter96,meter96_tgt,meter_weight,over_frac,over_weight,under_frac,under_weight,bv_ev_shift,bv_ev_l1,d_ev_base,d_ev_s1,d_ev_s2,d_ev_r1,d_ev_f,d_ev,desc
12/12/2021,16:28:48,1396,524370,540,-580,540,1440,1550,3861,37,22,28,2836592,176,7662176,30,60,,100,411,,,0.026853,501,,,3.364,336,0,,,479,1000,53,0,100,0.1825,0,10.5767,110,0,,1.523,,,,1.523,2,
12/12/2021,16:28:49,1397,525950,540,-580,540,1440,1550,3861,37,22,28,2832080,180,7661536,30,50,,100,411,,,0.027244,499,,,3.364,336,0,,,479,1011,55,0,100,0.1904,0,9.9671,98,0,,-0.323,,,,-0.323,0,
12/12/2021,16:28:51,1398,527530,540,-580,540,1440,1550,3856,37,22,28,2827552,183,7660928,30,70,,100,411,,,0.027244,499,,,3.364,336,0,,,479,1009,55,0,100,0.1780,0,10.3186,106,0,,0.932,,,,0.932,1,
12/12/2021,16:28:53,1399,529110,540,-580,540,1440,1550,3861,37,22,28,2823088,186,7660288,30,50,,100,411,,,0.027441,498,,,3.364,336,0,,,479,1016,56,0,100,0.1893,0,10.8876,116,0,,2.370,,,,2.370,2,
12/12/2021,16:28:54,1400,530690,540,-580,540,1440,1560,3861,37,22,28,2818584,190,7659648,30,60,,100,411,,,0.027841,496,,,3.364,336,0,,,478,1028,57,0,100,0.1803,0,10.4505,108,0,,1.230,,,,1.230,1,
12/12/2021,16:28:56,1401,532270,540,-580,540,1440,1550,3861,37,22,28,2814168,193,7659040,30,60,,100,411,,,0.028042,495,,,3.364,336,0,,,479,1035,59,0,100,0.1961,0,10.0505,100,0,,0.000,,,,0.000,0,
12/12/2021,16:28:57,1402,533850,540,-580,540,1440,1550,3861,37,22,28,2813432,194,7658432,30,50,,100,411,,,0.028042,495,,,3.364,336,0,,,478,1032,58,0,100,0.1915,0,10.0730,100,0,,0.000,,,,0.000,0,
12/12/2021,16:28:59,1403,535430,540,-580,540,1440,1560,3851,37,22,28,2811840,195,7657824,30,60,,100,411,,,0.028042,495,,,3.364,336,0,,,478,1030,58,0,100,0.1983,0,10.5496,110,0,,1.523,,,,1.523,2,
12/12/2021,16:29:01,1404,537010,540,-580,540,1440,1550,3851,37,22,28,2833128,171,7657184,30,60,,100,411,,,0.028450,493,,,3.364,336,0,,,176,231,-242,0,160,0.0000,0,12.1485,146,0,,32.000,,,,32.000,32,
12/12/2021,16:29:02,1405,538590,540,-580,540,1440,1550,3856,37,22,28,2838936,174,7656768,30,50,,100,411,,,0.035845,461,,,3.364,336,0,,,173,255,-213,0,122,0.0000,0,6.2207,38,0,,32.000,,,,32.000,32,
12/12/2021,16:29:04,1406,540170,540,-580,540,1470,1580,3856,37,23,28,2834384,178,7656288,30,50,,100,411,,,0.045162,429,,,3.364,336,0,,,172,287,-182,0,102,0.0000,0,2.3211,5,0,,32.000,,,,32.000,32,
12/12/2021,16:29:05,1407,541780,540,-610,540,1480,1590,3851,37,23,28,2829848,181,7655776,30,50,,100,411,,,0.056900,397,,,3.364,336,0,,,172,328,-150,0,100,0.0000,0,0.7301,0,0,,32.000,,,,32.000,32,
12/12/2021,16:29:07,1408,543400,540,-620,540,1480,1590,3856,37,23,28,2825384,184,7655264,30,50,,100,411,,,0.071690,365,,,3.364,336,0,,,172,380,-118,0,100,0.0000,0,0.2535,0,0,,32.000,,,,32.000,32,
12/12/2021,16:29:09,1409,545020,540,-620,540,1500,1610,3851,37,23,28,2820864,188,7654720,30,60,,100,411,,,0.090324,333,,,3.364,336,0,,,172,446,-86,0,100,0.0000,0,0.1363,0,0,,32.000,,,,32.000,32,
12/12/2021,16:29:10,1410,546660,540,-640,540,1520,1630,3856,38,23,28,2816392,191,7654176,30,60,,100,411,,,0.113801,301,,,3.364,336,0,,,172,529,-54,0,100,0.0000,0,0.0755,0,0,,32.000,,,,32.000,32,
12/12/2021,16:29:12,1411,548320,540,-660,540,1570,1680,3856,38,23,28,2811816,195,7653632,30,70,,100,411,,,0.143380,269,,,3.364,336,0,,,172,633,-22,0,100,0.0000,0,0.0462,0,0,,22.000,,,,22.000,22,
12/12/2021,16:29:14,1412,550030,540,-710,540,1580,1690,3856,38,23,28,2807352,198,7653088,30,60,,100,411,,,0.168064,247,,,3.364,336,0,,,171,719,-1,0,100,0.0000,0,0.0327,0,0,,1.000,,,,1.000,1,
12/12/2021,16:29:15,1413,551750,540,-720,540,1580,1690,3856,38,23,28,2803008,201,7652544,30,60,,100,411,,,0.169282,246,,,3.364,336,0,,,171,723,0,0,100,0.0000,0,0.0315,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:17,1414,553470,540,-720,540,1580,1700,3851,38,23,28,2798768,204,7652000,30,50,,100,411,,,0.169282,246,,,3.364,336,0,,,171,721,0,0,100,0.0000,0,0.0349,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:19,1415,555190,540,-720,540,1580,1700,3851,38,23,28,2796656,207,7651456,30,50,,100,411,,,0.169282,246,,,3.364,336,0,,,171,721,0,0,100,0.0000,0,0.0259,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:20,1416,556910,540,-720,540,1580,1700,3856,38,23,28,2799256,205,7650912,30,50,,100,411,,,0.169282,246,,,3.364,336,0,,,171,723,0,0,100,0.0000,0,0.0282,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:22,1417,558630,540,-720,540,1580,1690,3856,38,23,29,2799928,205,7650368,30,50,,100,411,,,0.169282,246,,,3.364,336,0,,,171,724,0,0,100,0.0000,0,0.0315,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:24,1418,560350,550,-730,550,1590,1700,3851,38,23,29,2841272,173,7649824,30,60,,100,411,,,0.169282,246,,,3.364,336,0,,,171,724,0,0,100,0.0000,0,0.0338,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:26,1419,562080,540,-720,540,1580,1690,3851,38,23,29,2837056,176,7649280,30,60,,100,411,,,0.169282,246,,,3.364,336,0,,,171,723,0,0,100,0.0000,0,0.0361,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:27,1420,563800,540,-720,540,1580,1690,3851,38,23,29,2832664,179,7648736,30,60,,100,411,,,0.169282,246,,,3.364,336,0,,,172,726,1,0,100,0.0000,0,0.0259,0,0,,-1.000,,,,-1.000,-1,
12/12/2021,16:29:29,1421,565520,540,-720,540,1580,1690,3851,38,23,29,2828336,182,7648192,30,70,,100,411,,,0.168064,247,,,3.364,336,0,,,172,721,0,0,100,0.0000,0,0.0349,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:31,1422,567240,540,-720,540,1590,1700,3851,38,23,29,2824184,186,7647648,30,60,,100,411,,,0.168064,247,,,3.364,336,0,,,172,721,0,0,100,0.0000,0,0.0315,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:32,1423,568970,540,-730,540,1580,1690,3851,38,23,29,2820008,189,7647104,30,60,,100,411,,,0.168064,247,,,3.364,336,0,,,172,721,0,0,100,0.0000,0,0.0361,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:34,1424,570690,540,-720,540,1580,1700,3842,38,23,29,2815720,192,7646560,30,50,,100,411,,,0.168064,247,,,3.364,336,0,,,172,722,0,0,100,0.0000,0,0.0304,0,0,,0.000,,,,0.000,0,
12/12/2021,16:29:36,1425,572410,540,-720,540,1580,1690,3861,38,23,29,2811208,195,7646016,30,50,,100,411,,,0.168064,247,,,3.364,336,0,,,342,2159,170,0,200,27.8563,200,0.0879,0,0,,-32.000,,,,-32.000,-32,
12/12/2021,16:29:38,1426,574130,540,-720,540,1540,1650,3861,38,23,29,2806592,199,7645536,30,60,,100,411,,,0.133393,279,,,3.364,336,0,,,351,1843,147,0,150,21.8857,200,1.3510,1,0,,-31.817,,,,-31.817,-32,
12/12/2021,16:29:39,1427,575810,540,-680,540,1520,1630,3861,38,23,29,2801880,202,7644992,30,70,,100,411,,,0.105874,311,,,3.364,336,0,,,388,1910,152,0,160,22.0829,200,2.2073,4,0,,-31.296,,,,-31.296,-31,
12/12/2021,16:29:41,1428,577470,540,-660,540,1500,1610,3861,38,23,29,2797160,206,7644416,30,50,,100,411,,,0.084641,342,,,3.364,336,0,,,403,1720,136,0,131,18.2610,200,2.9780,8,0,,-30.489,,,,-30.489,-30,
12/12/2021,16:29:43,1429,579110,540,-640,540,1490,1600,3861,38,23,29,2795608,206,7643840,30,60,,100,411,,,0.068157,372,,,3.364,336,0,,,414,1513,117,0,109,13.2279,200,3.8602,14,0,,-29.226,,,,-29.226,-29,
12/12/2021,16:29:44,1430,580740,540,-630,540,1480,1590,3856,38,23,29,2795648,206,7643232,30,70,,100,411,,,0.055281,401,,,3.364,336,0,,,421,1307,95,0,100,7.5232,200,5.0320,25,0,,-27.076,,,,-27.076,-27,
12/12/2021,16:29:46,1431,582360,540,-620,540,1470,1580,3861,38,23,29,2795464,195,7642624,30,70,,100,411,,,0.045489,428,,,3.364,336,0,,,426,1137,73,0,100,4.8855,200,6.4246,40,0,,-24.470,,,,-24.470,-24,
12/12/2021,16:29:47,1432,583970,550,-620,550,1470,1580,3861,38,23,29,2839472,174,7641984,30,70,,100,411,,,0.038252,452,,,3.364,336,0,,,429,992,52,0,100,4.2861,200,7.9232,62,0,,-21.038,,,,-21.038,-21,
12/12/2021,16:29:49,1433,585580,540,-600,540,1440,1550,3861,38,23,29,2834744,177,7641376,30,60,,100,411,,,0.032870,473,,,3.364,336,0,,,431,884,33,0,100,3.7509,200,9.4206,88,0,,-17.484,,,,-17.484,-17,
12/12/2021,16:29:51,1434,587160,540,-580,540,1440,1550,3856,38,23,29,2830016,180,7640768,30,50,,100,411,,,0.029073,490,,,3.364,336,0,,,436,821,21,0,100,3.3599,200,10.5169,110,0,,-12.146,,,,-12.146,-12,
12/12/2021,16:29:52,1435,588740,540,-580,540,1440,1550,3856,38,23,29,2825448,184,7640160,30,70,,100,411,,,0.026660,502,,,3.364,336,0,,,442,789,15,0,100,3.1222,200,10.9947,118,0,,-9.866,,,,-9.866,-10,
12/12/2021,16:29:54,1436,590320,540,-580,540,1440,1550,3856,38,23,29,2820840,187,7639552,30,60,,100,411,,,0.024803,512,,,3.364,336,0,,,440,736,3,0,100,2.9013,200,12.1203,146,0,,-4.547,,,,-4.547,-5,
12/12/2021,16:29:55,1437,591900,540,-580,540,1430,1550,3861,38,23,29,2816208,191,7638944,30,50,,100,411,,,0.023924,517,,,3.364,336,0,,,438,707,-4,0,100,2.8123,196,12.8729,163,0,,-1.429,,,,-1.429,-1,
12/12/2021,16:29:57,1438,593470,540,-570,540,1440,1550,3861,38,23,29,2811632,194,7638336,30,70,,100,411,,,0.023752,518,,,3.364,336,0,,,438,702,-5,0,100,2.7684,190,13.0025,169,0,,-0.374,,,,-0.374,0,
12/12/2021,16:29:59,1439,595050,540,-580,540,1430,1540,3861,38,23,29,2807152,197,7637728,30,50,,100,411,,,0.023752,518,,,3.364,336,0,,,441,715,-2,0,100,2.8067,196,12.5406,156,0,,-2.389,,,,-2.389,-2,
12/12/2021,16:30:00,1440,596620,540,-570,540,1440,1560,3856,38,23,29,2802664,201,7637120,30,60,,100,411,,,0.023411,520,,,3.364,336,0,,,441,703,-4,0,100,2.7098,182,12.9676,166,0,,-0.250,,,,-0.250,0,
12/12/2021,16:30:02,1441,598200,540,-580,540,1450,1570,3856,38,23,29,2798248,204,7636512,30,70,,100,411,,,0.023411,520,,,3.364,336,0,,,440,701,-5,0,100,2.7357,184,12.9721,166,0,,-0.168,,,,-0.168,0,
12/12/2021,16:30:03,1442,599790,540,-590,540,1440,1550,3856,38,23,29,2797752,205,7635904,30,60,,100,411,,,0.023411,520,,,3.364,336,0,,,441,704,-4,0,100,2.7751,190,12.8820,163,0,,-1.024,,,,-1.024,-1,
12/12/2021,16:30:05,1443,601370,540,-580,540,1440,1550,3856,38,23,29,2798776,204,7635296,30,50,,100,411,,,0.023243,521,,,3.364,336,0,,,441,700,-5,0,100,2.7053,182,12.9744,166,0,,-0.026,,,,-0.026,0,
12/12/2021,16:30:06,1444,602950,540,-580,540,1440,1560,3856,38,23,29,2822696,187,7634688,30,60,,100,411,,,0.023243,521,,,3.364,336,0,,,441,701,-5,0,100,2.7492,187,13.0938,169,0,,-0.166,,,,-0.166,0,
12/12/2021,16:30:08,1445,604530,540,-580,540,1440,1550,3856,39,23,29,2839976,173,7634080,30,60,,100,411,,,0.023243,521,,,3.364,336,0,,,439,693,-7,0,100,2.7391,184,13.2380,174,0,,0.829,,,,0.829,1,
12/12/2021,16:30:10,1446,606110,540,-580,540,1440,1550,3861,39,23,29,2835568,177,7633472,30,50,,100,411,,,0.023411,520,,,3.364,336,0,,,441,705,-4,0,100,2.7504,187,12.9732,166,0,,-0.600,,,,-0.600,-1,
12/12/2021,16:30:11,1447,607690,540,-580,540,1440,1560,3856,39,23,29,2831088,180,7632864,30,60,,100,411,,,0.023243,521,,,3.364,336,0,,,444,715,-2,0,100,2.7560,187,12.5507,156,0,,-1.787,,,,-1.787,-2,
12/12/2021,16:30:13,1448,609270,540,-580,540,1440,1550,3856,39,23,29,2826576,183,7632256,30,70,,100,411,,,0.022909,523,,,3.364,336,0,,,442,698,-6,0,100,2.7244,184,13.0408,169,0,,0.264,,,,0.264,0,
12/12/2021,16:30:14,1449,610850,540,-580,540,1440,1550,3856,39,23,29,2822048,187,7631648,30,50,,100,411,,,0.022909,523,,,3.364,336,0,,,439,686,-9,0,100,2.7233,184,13.4296,179,0,,1.598,,,,1.598,2,
12/12/2021,16:30:16,1450,612430,540,-580,540,1440,1560,3856,39,23,29,2817776,190,7631040,30,60,,100,411,,,0.023243,521,,,3.364,336,0,,,439,692,-7,0,100,2.7064,182,13.3067,176,0,,1.109,,,,1.109,1,
12/12/2021,16:30:18,1451,614010,540,-620,580,1480,1590,3856,39,23,29,2813248,193,7630432,30,70,,100,411,,,0.023411,520,,,3.364,336,0,,,442,709,-3,0,100,2.7966,193,12.7411,161,0,,-1.594,,,,-1.594,-2,
